source	target_relative_to_media_root	public_url	size_bytes	sha256
apps/web/public/vendor/valve/video/heroes-favorite/pugna.webm	dota/heroes-favorite/pugna.webm	https://prereborn.ru/media/dota/heroes-favorite/pugna.webm	357267	81f9811cfacc97e3136e4fdd0f5cd1666de6fb4b4e7f08c3c84d5761e8f524cb
apps/web/public/vendor/valve/video/heroes-favorite/queenofpain.webm	dota/heroes-favorite/queenofpain.webm	https://prereborn.ru/media/dota/heroes-favorite/queenofpain.webm	160452	167f117ed081f520fe67ff19db23377b20ea3571df92a9055fb46734c9ed352c
apps/web/public/vendor/valve/video/heroes-favorite/rattletrap.webm	dota/heroes-favorite/rattletrap.webm	https://prereborn.ru/media/dota/heroes-favorite/rattletrap.webm	229266	cd099a4cfaad0e7cf1524b105eced26d644bfd1ec840c00367abfa0475dfd3f1
apps/web/public/vendor/valve/video/heroes-favorite/razor.webm	dota/heroes-favorite/razor.webm	https://prereborn.ru/media/dota/heroes-favorite/razor.webm	586092	5a5a70377d9e31a4e956d9e43625cd2422dfef233e280cd070df7ef5d0cdd9ee
apps/web/public/vendor/valve/video/heroes-favorite/riki.webm	dota/heroes-favorite/riki.webm	https://prereborn.ru/media/dota/heroes-favorite/riki.webm	258155	7d47d24952e51efb4eb8df622b34f80449703b3f7f99d0b90cf8554a3c4c7701
apps/web/public/vendor/valve/video/heroes-favorite/ringmaster.webm	dota/heroes-favorite/ringmaster.webm	https://prereborn.ru/media/dota/heroes-favorite/ringmaster.webm	1007057	0b7546d53a29322fa8f0bdf67cfa99594e02c4254ddaedd2fd0094581218ef43
apps/web/public/vendor/valve/video/heroes-favorite/rubick.webm	dota/heroes-favorite/rubick.webm	https://prereborn.ru/media/dota/heroes-favorite/rubick.webm	359858	284c8a820348a22dc9733149dccc16681204fa87d00cf95206c1fc883da8c330
apps/web/public/vendor/valve/video/heroes-favorite/sand_king.webm	dota/heroes-favorite/sand_king.webm	https://prereborn.ru/media/dota/heroes-favorite/sand_king.webm	134311	c95ff6f46df4026f275c58c4ae23d768afd332267d991c89c534b11975caf8a2
apps/web/public/vendor/valve/video/heroes-favorite/shadow_demon.webm	dota/heroes-favorite/shadow_demon.webm	https://prereborn.ru/media/dota/heroes-favorite/shadow_demon.webm	274232	7ed0c32c4d9d0b273f9d91b7c18adb96498a45a9b38fb43d4111e58b3b05caee
apps/web/public/vendor/valve/video/heroes-favorite/shadow_shaman.webm	dota/heroes-favorite/shadow_shaman.webm	https://prereborn.ru/media/dota/heroes-favorite/shadow_shaman.webm	456023	dd65f85019ccd13bcb3aa8a393592ec98ef0db846e97e53c587b3523d0b0363d
apps/web/public/vendor/valve/video/heroes-favorite/shredder.webm	dota/heroes-favorite/shredder.webm	https://prereborn.ru/media/dota/heroes-favorite/shredder.webm	911840	8432885fcfb6d7139b7819457de566da585ca3396ad947f8dab455b5f4dd1128
apps/web/public/vendor/valve/video/heroes-favorite/silencer.webm	dota/heroes-favorite/silencer.webm	https://prereborn.ru/media/dota/heroes-favorite/silencer.webm	127715	c36f40a37fa8cf6e31d1c1731ecf0543d2554dcfa34d8672de012f968b17ec71
apps/web/public/vendor/valve/video/heroes-favorite/skeleton_king.webm	dota/heroes-favorite/skeleton_king.webm	https://prereborn.ru/media/dota/heroes-favorite/skeleton_king.webm	763188	9dfbc4a2ab797dbcd1bb76e45125ef6d8d306027930ab302d549731311c4575c
apps/web/public/vendor/valve/video/heroes-favorite/skywrath_mage.webm	dota/heroes-favorite/skywrath_mage.webm	https://prereborn.ru/media/dota/heroes-favorite/skywrath_mage.webm	319408	3c3bc18c734216c283b83f2d37d9bf4e5a174a4cbde48c420641a8bf23d26e47
apps/web/public/vendor/valve/video/heroes-favorite/slardar.webm	dota/heroes-favorite/slardar.webm	https://prereborn.ru/media/dota/heroes-favorite/slardar.webm	378969	b629b74af4a773701305b0ce1b3efd014a4fcc3f53265c1348def9f3856fe7b0
apps/web/public/vendor/valve/video/heroes-favorite/slark.webm	dota/heroes-favorite/slark.webm	https://prereborn.ru/media/dota/heroes-favorite/slark.webm	217814	17e63c89e57cacddd6356aaeedfaf00003075cc28b53f62c3303c485e48fa9c0
apps/web/public/vendor/valve/video/heroes-favorite/snapfire.webm	dota/heroes-favorite/snapfire.webm	https://prereborn.ru/media/dota/heroes-favorite/snapfire.webm	478458	0694f730f86f72a6b2743a37ac0ed1412d5a6295aef08c2fd527292940b2603c
apps/web/public/vendor/valve/video/heroes-favorite/sniper.webm	dota/heroes-favorite/sniper.webm	https://prereborn.ru/media/dota/heroes-favorite/sniper.webm	440607	a2308218958323608272aaee2d14f4414feff0cde30a21daa0e2ec4a04bb6079
apps/web/public/vendor/valve/video/heroes-favorite/spectre.webm	dota/heroes-favorite/spectre.webm	https://prereborn.ru/media/dota/heroes-favorite/spectre.webm	179669	14ed72845ea6c86eb312ec7cb48fede3dde23bb46a67c29ffbecd957a15c8155
apps/web/public/vendor/valve/video/heroes-favorite/spirit_breaker.webm	dota/heroes-favorite/spirit_breaker.webm	https://prereborn.ru/media/dota/heroes-favorite/spirit_breaker.webm	333321	852fecffaa8835e38cb65107822fbb922859b3367fd91e10e6916fcc7ea39bc0
apps/web/public/vendor/valve/video/heroes-favorite/storm_spirit.webm	dota/heroes-favorite/storm_spirit.webm	https://prereborn.ru/media/dota/heroes-favorite/storm_spirit.webm	174695	69b160c3e54ae0cac1759aa1c5cde874d586509348b4260b15496bd5147f091d
apps/web/public/vendor/valve/video/heroes-favorite/sven.webm	dota/heroes-favorite/sven.webm	https://prereborn.ru/media/dota/heroes-favorite/sven.webm	123411	251893a286453740ce7d5ea299375aef931d8f17bab6cf0c355d4142d291eabe
apps/web/public/vendor/valve/video/heroes-favorite/techies.webm	dota/heroes-favorite/techies.webm	https://prereborn.ru/media/dota/heroes-favorite/techies.webm	309548	294b3e3281225c7fcab06303449d670a9f2604cb77040515401a7122feaabe43
apps/web/public/vendor/valve/video/heroes-favorite/templar_assassin.webm	dota/heroes-favorite/templar_assassin.webm	https://prereborn.ru/media/dota/heroes-favorite/templar_assassin.webm	391105	8c9bcc6bf0218cf45ec839a28941b864bb9c325f86300dcc68ec8be11b290dae
apps/web/public/vendor/valve/video/heroes-favorite/terrorblade.webm	dota/heroes-favorite/terrorblade.webm	https://prereborn.ru/media/dota/heroes-favorite/terrorblade.webm	606556	dbea564f5b5a49312072e838028a62405a6e3210d5e00d7aeb1e19c863e05689
